Company,City,Addrs,zip,lat,lng
Nirschl Nachf. Gmbh U. Co. Kg,München, Rudolf-diesel-str. 8 85221 Dachau,85221,48.259395,11.434309
Trinkl Alfred Gmbh,München, 85221 Dachau,85221,48.259395,11.434309
Oxxit,Augsburg, Kirchstr. 9 86415 Mering Bayern,86415,48.267498,10.988598
Hufschmiied Zerspanungssysteme Gmbh,Augsburg, Edisonstr. 11d 86399 Bobingen,86399,48.267679,10.83028
Koller & Nilles Gmbh,Augsburg, Hochstr. 48c 86399 Bobingen,86399,48.267679,10.83028
Alfons Haaf Polyaethylen- Werk,München, Siemensstr. 6 85716 Unterschleisheim,85716,48.277297,11.568403
Nycomed Pharma Gmbh,München, Edisonstr. 16 85716 Unterschleisheim,85716,48.277297,11.568403
Kasimir Kaspareth Gmbh,Landshut, Wehrstr. 2 84419 Schwindegg,84419,48.27852,12.76282
Rib Gmbh,Landshut, Dorfener Str. 31 84416 Taufkirchen,84416,48.27852,12.76282
Ditter Plastic Gmbh & Co. Kg,Freiburg, Hausacher Str. 21 Pf 1363 77716 Haslach,77716,48.287072,8.111116
Weiss Gmbh,Villingen-Schwenningen, Schenkenzeller Str. 163 77761 Schiltach,77761,48.290134,8.341066
Diewe Diamantwerkzeuge Gmbh,Augsburg, Hauptstr. 19 86510 Ried,86510,48.290485,11.043457
Babberger Plastic Gmbh,Villingen-Schwenningen, Gutenbergstr. 3-5 78727 Oberndorf,78727,48.290629,8.5721
Johannes Kiehl Kg,München, Robert-bosch-str. 9 Pf 15 85235 Odelzhausen,85235,48.295758,11.165345
Kaw Kiehl Kg,München, Rudolf-diesel-str. 6 85235 Odelzhausen,85235,48.295758,11.165345
Hunold-schmierstoffe Gmbh,München, Freisinger Str. 25-27 85386 Eching,85386,48.297333,11.623285
Beatrix Schwankl-sittner,München, Wilhelmstr. 27 85435 Erding,85435,48.306268,11.907027
Erdgasversorgung Erding Gmbh & Co. Kg,München, Am Gries 21 85435 Erding,85435,48.306268,11.907027
Ibola Klebstoffe Gmbh & Co. Kg,München, 85375 Neufahrn,85375,48.314134,11.663344
Ibola Gmbh Klebestoffe,München, Ludwig-erhard-str. 11 85375 Neufahrn,85375,48.314134,11.663344
Dr. Ehrenstorfer Gmbh,Augsburg, Burgermeister-schlosser-str. 6a 86199 Augsburg,86199,48.32389,10.89369
Erich Eser,Augsburg, Jakob-krause-str. 1 86199 Augsburg,86199,48.32389,10.89369
Ultrapolymers Deutschland Gmbh,Augsburg, Unterer Talweg 46 86179 Augsburg,86179,48.32389,10.89369
Auwa-chemie Gmbh & Co. Kg,Augsburg, Ulrich-hofmaier-str. 45 86159 Augsburg,86159,48.33059,10.88721
Diana Baronin Von Schaezler Gmbh,Augsburg, 86159 Augsburg,86159,48.33059,10.88721
Cu Chemie Uetikon Gmbh,Freiburg, Raiffeisenstr. 4 77933 Lahr,77933,48.336979,7.862257
Hans Fleig Gmbh,Freiburg, Breitmatten 38 77933 Lahr,77933,48.336979,7.862257
Witty Chemie Gmbh & Co. Kg,Augsburg, Herrenrothstr 12 86424 Dinkelscherben,86424,48.33971,10.55081
Witty-chemie Gmbh & co.kg,Augsburg, Herrenrothstr. 12- 16 86424 Dinkelscherben,86424,48.33971,10.55081
Abc Kunststoffverarbeitung Tautenhahn Gmbh,Ulm, Danziger Str. 20 Pf 1109 89250 Senden,89250,48.33977,10.04352
Lcb Gmbh,München, Am Waldrand 78 85354 Freising,85354,48.3437,11.709423
E. Esslinger Gmbh & co.kg,Villingen-Schwenningen, 72275 Alpirsbach,72275,48.344751,8.401476
Dr. Gustav Klein Gmbh & Co. Kg,Freiburg, Steinenfeld 3 77736 Zell,77736,48.346702,8.063378
Chemische Fabrik Karl Bucher Gmbh,Ulm, an Der Gunz 1 89367 Waldstetten,89367,48.347986,10.292328
Keimfarben Gmbh & Co Kg,Augsburg, Keimstr. 16 49 86420 Diedorf,86420,48.353632,10.776084
Heinz Schubert,Augsburg, Wilhelm-hauff-str. 28 86161 Augsburg,86161,48.359253,10.929841
Ankatrin Christ Lifting Creme Gmbh,Nürnberg, Pyrbaumer Str. 57 90584 Allersberg,90584,48.36136,12.91202
August Hennig Kosmetiktaschen Gmbh & Co. Kg,Nürnberg, Falkenstr. 9 91056 Erlangen,91056,48.36136,12.91202
Bionorica Arzneimittel Ag,Nürnberg, Kerschensteinerstr. 11-15 Pf 1851 92318 Neumarkt,92318,48.36136,12.91202
Busch & Co. Hanns Seifert Gmbh & Co. Kg,Nürnberg, Langenheim 1 91580 Petersaurach,91580,48.36136,12.91202
...,Nürnberg, Rathenaustr. 18 Pf 1320 91052 Erlangen,91052,48.36136,12.91202
Dr. Gerhard Bauer,Nürnberg, Brauhofgasse 1 91056 Erlangen,91056,48.36136,12.91202
Farben Loy Gmbh & Co. Kg,Nürnberg, Albrecht-durer-str. 33 91161 Hilpoltstein,91161,48.36136,12.91202
Fechner-kunstharzbodensysteme Gmbh,Nürnberg, 91154 Roth,91154,48.36136,12.91202
Fleischmann Gmbh,Nürnberg, Eichenhainstr. 11 91217 Hersbruck,91217,48.36136,12.91202
Formenbau Wolf & Liegel Gmbh,Nürnberg, Spitalwaldstr. 8 91126 Schwabach,91126,48.36136,12.91202
Fresh & Clean Chemievertriebs Gmbh Reinigungs-...,Nürnberg, Lederhosenstr. 19 91341 Rottenbach,91341,48.36136,12.91202
Gasmann Gmbh Kunststofftechnik,Nürnberg, Ostring 3 90587 Obermichelbach,90587,48.36136,12.91202
Ha-ra Wonn Gmbh,Nürnberg, Eschenbachstr. 34 91126 Schwabach,91126,48.36136,12.91202
Hartmann Chemie Gmbh,Nürnberg, Burgthanner Str. 21 90559 Burgthann,90559,48.36136,12.91202
Heinrich Gmbh,Nürnberg, Sudring 5 91230 Happurg,91230,48.36136,12.91202
Hoefer Gmbh Lackfabrik,Nürnberg, Industriestr. 39-43 91154 Roth,91154,48.36136,12.91202
Hollmuller Roth Gmbh,Nürnberg, Drahtzieherstr. 1 91154 Roth,91154,48.36136,12.91202
Ingeburg Distler e.k,Nürnberg, Schwander Str. 10-12 91126 Rednitzhembach,91126,48.36136,12.91202
Ingrid Donhauser,Nürnberg, Keilhofring 7 92367 Pilsach,92367,48.36136,12.91202
Kempe Gmbh & Co. Elo-mineraloel Kg,Nürnberg, Rathenaustr. 20 Pf 2120 91052 Erlangen,91052,48.36136,12.91202
Klaus Geist,Nürnberg, Breitacker 11 91341 Rottenbach,91341,48.36136,12.91202
Leomondo Beautycare Gmbh,Nürnberg, Amselstr. 4 91174 Spalt,91174,48.36136,12.91202
Linde Eckstein Gmbh & Co. Kg,Nürnberg, Flurstr. 27a-35 90522 Oberasbach,90522,48.36136,12.91202
November Ag,Nürnberg, Ulrich-schalk-str. 3 91056 Erlangen,91056,48.36136,12.91202
Om-klebetechnik Gmbh,Nürnberg, Am Brand 11-13 90602 Pyrbaum,90602,48.36136,12.91202
Peter Brehm Gmbh,Nürnberg, Am Muhlberg 30 91085 Weisendorf,91085,48.36136,12.91202
Rf-plast Gmbh,Nürnberg, Weinstr. 8 91710 Gunzenhausen Bayern,91710,48.36136,12.91202
Rodl Gmbh,Nürnberg, Nurnberger Str. 41 92318 Neumarkt i.d.opf.,92318,48.36136,12.91202
Rudolph & Meyer Gmbh,Nürnberg, Rothenweg 16 91154 Roth,91154,48.36136,12.91202
Schlenk Metallpulver Gmbh & Co. Kg,Nürnberg, Barnsdorfer Hauptstr. 5 91154 Roth-barnsdorf,91154,48.36136,12.91202
Tews Gmbh,Nürnberg, Am Meilenhofener Weg 3 17 92348 Berg,92348,48.36136,12.91202
Ulfalux-lackfabrikation Gmbh,Nürnberg, Gewerbestr. 6 Pf 1263 91452 Wilhermsdorf,91452,48.36136,12.91202
Wesso Ag,Nürnberg, Martin-luther-str. 10 91217 Hersbruck,91217,48.36136,12.91202
Wvp Pharma Und Cosmetic Vertriebs Gmbh,Nürnberg, Gewerbestr. 5 91580 Petersaurach,91580,48.36136,12.91202
Witha - Ghassoul,Landshut, Bahnhofstr. 20 84494 Neumarkt-sankt Veit,84494,48.361966,12.506708
Mineralole E. Hingerl E. K. Inh. Angelika Hampe,Landshut, Landshuter Str. 16 84149 Velden,84149,48.36584,12.253579
Merckle Recordati Gmbh,Ulm, Graf-arco-str. 3 89079 Ulm,89079,48.366,9.9118
Ratiopharm Gmbh,Ulm, Graf-arco-str. 3 3380 89079 Ulm,89079,48.366,9.9118
Transpharm Logistik Gmbh,Ulm, Nicolaus-otto-str. 15 89079 Ulm,89079,48.366,9.9118
Mti Industriegase Aktiengesellschaft,Ulm, 89231 Neu-ulm,89231,48.366792,10.009415
Sauer-bibus Gmbh,Ulm, 89231 Neu-ulm,89231,48.366792,10.009415
Kaiser & Konig Gmbh,Augsburg, Riedingerstr. 26e 86153 Augsburg,86153,48.37288,10.87752
Franz Gremser Gmbh & Co. K. G.,Augsburg, Benzstr. 8 86356 Neusas,86356,48.37999,10.7865
Arex Gmbh,Ulm, Einsteinstr. 37 89077 Ulm Herzlichen,89077,48.3812,9.95303
Heinrich Glaeser Nachfolger Bayer Hygiene Gmbh,Ulm, Blaubeurer Str. 263 89081 Ulm,89081,48.3812,9.95303
Hermann Bantleon Gmbh,Ulm, Blaubeurer Str. 32 Pf 1326 89077 Ulm,89077,48.3812,9.95303
Liqui-moly Gmbh,Ulm, Jerg-wieland-str. 4 Pf 2829 89081 Ulm,89081,48.3812,9.95303
Mh Muller Handels Gmbh,Ulm, Albstr. 92 89081 Ulm,89081,48.3812,9.95303
Scheck Gmbh & Co. Kg Ulma Reinigungs- Und...,Ulm, Franzenhauserweg 19 89081 Ulm,89081,48.3812,9.95303
Manfred Sedlmayr,München, Dachauer Str. 8 85250 Altomunster,85250,48.387673,11.256295
Hrt Labortechnik Gmbh,Stuttgart, Eberhard-finckh-str. 5 72829 Engstingen,72829,48.388472,9.29346
Hermann Hauser Raucherbedarf Gmbh,Augsburg, Meraner Str. 46 86165 Augsburg,86165,48.39345,10.94191
Betapharm Arzneimittel Gmbh,Augsburg, Kobelweg 95 86156 Augsburg,86156,48.39467,10.857022
Doenitz Prolab Professional Labservice e.kfr.,Augsburg, Ulmer Str. 160a 86156 Augsburg,86156,48.39467,10.857022
Syscomp Biochemische Dienstleistungen Gmbh,Augsburg, August-wessels-str. 5 86154 Augsburg,86154,48.39956,10.86717
Kunststoff-technik Schmider Gmbh,Freiburg, Untere Gewerbestr. 12 77791 Berghaupten Baden-wuerttemberg,77791,48.406747,7.988951
"3 Chem Gmbh, Chem.-techn. Spezialprodukte",Ulm, Heidenheimer Str. 52 73312 Geislingen,73312,48.41575,10.01413
Aliud Pharma Gmbh & Co. Kg,Ulm, Gottlieb-daimler-str. 19 1380 89150 Laichingen,89150,48.41575,10.01413
Anton Schlecker,Ulm, Talstr. 12-14 89584 Ehingen,89584,48.41575,10.01413
Appel Verpackungstechnik Clemens Schlickenrieder...,Ulm, Augsburger Str. 57a 89312 Gunzburg,89312,48.41575,10.01413
Boehringer Ingelheim Pharma Gmbh & Co. Kg,Ulm, Birkendorfer Str. 65 88400 Biberach,88400,48.41575,10.01413
Buck Gmbh,Ulm, Hofweiherstr. 10 73342 Bad Ditzenbach Baden-wuerttemberg,73342,48.41575,10.01413
Colorado Farben Und Lacke Gmbh,Ulm, Allewindstr. 7 89423 Gundelfingen,89423,48.41575,10.01413
Dr. Scheller Cosmetics Ag,Ulm, Schillerstr. 21-27 73054 Eislingen,73054,48.41575,10.01413
...,Ulm, Albert-einstein-str. 3 73529 Schwabisch Gmund,73529,48.41575,10.01413
Emil Bihler Chemische Fabrik Gmbh & Co. Kg,Ulm, Heidenheimer Str. 52 73312 Geislingen,73312,48.41575,10.01413
Friedbert Blersch e.k.,Ulm, Carl-benz-str. 15 88471 Laupheim,88471,48.41575,10.01413
Gardena Manufactoring Gmbh,Ulm, Gewerbestr. 2 89547 Gerstetten,89547,48.41575,10.01413
Karls-apotheke Ute Breuer Inhaberin Apothekerin...,Ulm, Karlstr. 58 89143 Blaubeuren,89143,48.41575,10.01413
Maibach Industrie-plastic Gmbh,Ulm, Steinbeisstr. 11 Pf 1254 73054 Eislingen,73054,48.41575,10.01413
Maschinenbau Braun Gmbh,Ulm, Risstr. 26 88400 Biberach,88400,48.41575,10.01413
Oramon-arzneimittel Gmbh & Co. Kg,Ulm, Mittelstr. 18 Pf 1461 88471 Laupheim,88471,48.41575,10.01413
Pharmol Farben Und Lacke Gmbh,Ulm, Gunzburger Str. 65 89423 Gundelfingen,89423,48.41575,10.01413
Pointner Gmbh,Ulm, Wiesenstr. 31 89551 Konigsbronn,89551,48.41575,10.01413
Ptk-erz Gmbh,Ulm, Industriestr. 5 89150 Laichingen,89150,48.41575,10.01413
Regine Manz,Ulm, Robert-bosch-str. 7 89331 Burgau,89331,48.41575,10.01413
Seifert Kg Kunststoff- Und Industrieteile,Ulm, Nagelstr. 24 89073 Ulm,89073,48.41575,10.01413
Twb-technische Werke Blaubeuren Gmbh,Ulm, 89143 Blaubeuren,89143,48.41575,10.01413
Umwelt Elektronik Gmbh & Co. Kg,Ulm, Seitenstr. 47 73312 Geislingen,73312,48.41575,10.01413
Uppc Ag,Ulm, Schemmerberger Str. 39 88487 Mietingen,88487,48.41575,10.01413
Uwp Entwicklung U. Fertigung Von Chemischen...,Ulm, Muhlstr. 4 89447 Zoschingen,89447,48.41575,10.01413
Winfried Rathgeber,Ulm, Daimlerstr. 73037 Goppingen,73037,48.41575,10.01413
Zet Chemie Zimmerhackl Gmbh,Ulm, 89584 Ehingen,89584,48.41575,10.01413
Agrobiogen Gmbh,München, Thalmannsdorf 25 86567 Hilgertshausen-tandern,86567,48.426387,11.303921
Schuler-dental Gmbh & Co. Kg,Ulm, Eberhard-finckh-str. 39 Pf 3669 89075 Ulm,89075,48.427,10.00746
Clariant Gmbh,Augsburg, Ludwig-hermann-str. 100 86368 Gersthofen,86368,48.42901,10.83018
Tripus Gmbh,Ulm, Am Hohen Rain 2 89347 Bubesheim,89347,48.433475,10.25179
Bmg Labtech Gmbh,Offenburg, Hanns-martin-schleyer-str. 10 77656 Offenburg,77656,48.438557,7.951415
Heinz Cluster Gmbh,Freiburg, Kohlbergweg 1-3 72160 Horb Baden-wuerttemberg,72160,48.446465,8.690016
Werner Reiss,Ulm, Weberstr. 52 72535 Heroldstatt,72535,48.447765,9.674786
Eisenhandlung Peter Preu,Landshut, Fraunhoferstr. 5 84137 Vilsbiburg,84137,48.45,12.353411
Cosmedconcept Krauss Gmbh,Passau, Postberg 20 94086 Bad Griesbach,94086,48.451653,13.193124
Pkm Gmbh,Ulm, Gewerbestr. 9 89275 Elchingen,89275,48.4524,10.03092
f.b. Silbermann Gmbh & Co. Kg,Augsburg, Industriestr. 3 Pf 1162 86456 Gablingen,86456,48.45327,10.81755
Rauscher Haus- Und Energietechnik Gmbh & Co. Kg,Augsburg, Weideweg 1 86444 Affing,86444,48.458073,10.981369
Acheson Industries Deutschland,Ulm, Lerchenbergstr. 23 89160 Dornstadt,89160,48.466886,9.944046
Gasversorgung Dornstadt Gmbh,Ulm, 89160 Dornstadt,89160,48.466886,9.944046
Tankhof Christoph Schmid Gmbh,Ulm, 89160 Dornstadt,89160,48.466886,9.944046
Ulma International Gmbh,Ulm, Hauffstr. 21 89160 Dornstadt,89160,48.466886,9.944046
Ada Cosmetic Gmbh,Offenburg, Rastatter Str. 2a 77694 Kehl,77694,48.46801,7.94238
Biostein Gmbh,Offenburg, Oberacherner Str. 8 77855 Achern,77855,48.46801,7.94238
Bms Blaich Brose- Maschinenbau-service,Offenburg, Ellbachstr. 76 249 72270 Baiersbronn,72270,48.46801,7.94238
Dc Dayenne Cosmetique Beteiligung Und Patente Gmbh,Offenburg, Zollstr. 24 77694 Kehl,77694,48.46801,7.94238
Gupo Gmbh Chemie Und Technik,Offenburg, Riedstr. 30 77694 Kehl,77694,48.46801,7.94238
H. Brunner Gmbh,Offenburg, Am Risisee 13 1020 77855 Achern,77855,48.46801,7.94238
Jean D Arcel Gmbh,Offenburg, Im Fuchseck 12 77694 Kehl,77694,48.46801,7.94238
Labosept Gmbh,Offenburg, Gottlieb-fecht-str. 36 77694 Kehl,77694,48.46801,7.94238
Pflanzenschutz Wurth Inh. Brigitte Wurth E. Kfr.,Offenburg, Industriestr. 4 77767 Appenweier,77767,48.46801,7.94238
Rench-chemie Gmbh,Offenburg, Schleifweg 2 77871 Renchen,77871,48.46801,7.94238
Rudolf Goetz,Offenburg, Franz-john-str. 19 77855 Achern Baden-wuerttemberg,77855,48.46801,7.94238
Sanorell Pharma Gmbh & Co. Kg,Offenburg, Rechtmurgstr. 27 72270 Baiersbronn,72270,48.46801,7.94238
Stadt-apotheke Achern Dietmar Frensemeyer,Offenburg, Hauptstr. 49 77855 Achern,77855,48.46801,7.94238
Striebel & John Gmbh & Co. Kg,Offenburg, Am Fuchsgraben 2-3 Pf 1133 77880 Sasbach,77880,48.46801,7.94238
Wurth Pflanzenschutz,Offenburg, Industriestr. 4 77767 Appenweier,77767,48.46801,7.94238
Textilcolor Gmbh,Stuttgart, Schlosgartenstr. 2 72793 Pfullingen,72793,48.468908,9.226347
Zika Leime & Klebstoffe L. Zimmermann Gmbh & Co....,Stuttgart, Benzstr. 24 Pf 7480 72793 Pfullingen,72793,48.468908,9.226347
Schwarzwald-kosmetik Gmbh,Villingen-Schwenningen, Glattalstr. 78 72280 Dornstetten,72280,48.470172,8.50188
Etol-werk Eberhard Tripp Gmbh & Co. Ohg,Offenburg, 77728 Oppenau,77728,48.474787,8.165716
Schaerfe System Gmbh,Stuttgart, Kramerstr. 22 72764 Reutlingen,72764,48.488052,9.230042
Huntsman Textile Effects (Germany) Gmbh,Augsburg, Rehlinger Str. 1 Pf 1153 86462 Langweid A. Lech,86462,48.488105,10.859597
Sika Deutschland Gmbh,Stuttgart, Stuttgarter Str. 139 72574 Bad Urach,72574,48.490782,9.399678
Gasversorgung Langenau Gmbh,Ulm, 89129 Langenau,89129,48.496964,10.119555
Tesa Werk Offenburg Gmbh,Offenburg, Kinzigstr. 5 Pf 1308 77652 Offenburg,77652,48.499124,7.947298
Thermopol-kunststoffwerk Fritz,Offenburg, Hauptstr. 114-116 77652 Offenburg,77652,48.499124,7.947298
Styx Naturcosmetics Vertriebsges. M. B. H,Stuttgart, Ohmenhauser Str. 27 72770 Reutlingen,72770,48.504199,9.180212
Textilchemie Dr. Petry Gmbh,Stuttgart, Ferdinand-lassalle-str. 57 72770 Reutlingen,72770,48.504199,9.180212
Beauty Gmbh,München, Ledererstr. 7 85276 Pfaffenhofen,85276,48.504282,11.509629
Chevita Tierarzneimittel-gmbh,München, Raiffeisenstr. 2 85276 Pfaffenhofen,85276,48.504282,11.509629
Hipp Gmbh & Co. Vertrieb Kg,München, Georg-hipp-str. 7 Pf 1551 85276 Pfaffenhofen,85276,48.504282,11.509629
Johann Wieser Vertriebs Gmbh,München, Ledererstr. 7 85276 Pfaffenhofen,85276,48.504282,11.509629
Loiperdinger Gmbh,München, Joseph-fraunhofer-str. 59 85276 Pfaffenhofen,85276,48.504282,11.509629
Taveta Pharma Consulting Gmbh,München, Raiffeisenstr. 2 85276 Pfaffenhofen Bayern,85276,48.504282,11.509629
2 R Kunststofftechnik Gmbh & Co.,München, Ohmstr. 2 85301 Schweitenkirchen Bayern,85301,48.505338,11.606108
Cbw Chemischer Betrieb Wertingen Gmbh,Augsburg, Industriestr. 26 86637 Wertingen,86637,48.508942,10.614854
F. W. Klever Gmbh Chem.-pharm. Fabrik,Landshut, Hauptstr. 20 84168 Aham,84168,48.527825,12.465423
f.w. Klever Gmbh Chem.-pharm. Fabrik,Landshut, 84168 Aham,84168,48.527825,12.465423
Etol Gesundheitspflege- Und Pharmaprodukte Gmbh,Offenburg, Konrad-adenauer-str. 3 77704 Oberkirch,77704,48.531859,8.077112
Eucasan Gmbh Handel Mit Chemischen Und...,Offenburg, 77704 Oberkirch,77704,48.531859,8.077112
"Pharma-aktiva Gmbh Handel Mit Kosmetischen,...",Offenburg, 77704 Oberkirch,77704,48.531859,8.077112
Ancosys Gmbh,Stuttgart, Bahnhofstr. 26 72138 Kirchentellinsfurt,72138,48.532717,9.13175
Gottfried Froehlich,Passau, Marktplatz 31 94501 Aidenbach,94501,48.536923,13.137927
Schwabenfarben Gmbh,Ulm, Breite Str. 81 Pf 33 89168 Niederstotzingen,89168,48.541029,10.234702
Sgl Brakes Gmbh,Augsburg, Werner-von-siemens-str. 18 86405 Meitingen,86405,48.54528,10.8497
List & Sohn Gmbh,Passau, Vornholzstr. 86a 94036 Passau,94036,48.54666,13.43133
Rmp Chemisch-technische Spezialprodukte Gmbh &...,Stuttgart, Hagenring 20 72119 Ammerbuch,72119,48.55262,8.959081
Sautter & Stepper Gmbh,Stuttgart, Rosenstr. 17-19 72119 Ammerbuch,72119,48.55262,8.959081
Hiessl Schmiertechnik Gmbh,Stuttgart, Max-planck-str. 4 72639 Neuffen,72639,48.554759,9.376754
H T W Hochtemperatur-werkstoffe Gmbh,Augsburg, Gemeindewald 41 86672 Thierhaupten,86672,48.563845,10.910804
Rampf Giessharze Gmbh & Co. Kg,Stuttgart, Albstr. 37 72661 Grafenberg,72661,48.56638,9.306064
Giwa Gmbh & Co Kg,Augsburg, Gewerbestr. 4 86707 Westendorf,86707,48.566782,10.823487
Energieversorgung Ergolding Gmbh,Regensburg, 84030 Ergolding,84030,48.577543,12.172186
Landshuter Lackfabrik Eduard Leiss Kg,Landshut, Dieselstr. 7 84030 Landshut,84030,48.577543,12.172186
Louis Gnatz Gmbh,Landshut, Ottostr. 13 84030 Landshut,84030,48.577543,12.172186
Plasto-chemie Gmbh,Landshut, Sonnenring 43 84032 Altdorf,84032,48.580328,12.065602
Ingrid Cosmetique-gmbh,Stuttgart, Fabrikstr. 18 73277 Owen,73277,48.58526,9.45101
Dupont Pulverlack Deutschland Gmbh & Co. Kg,Regensburg, Siemensstr. 4 84051 Essenbach,84051,48.610972,12.217661
Inver Gmbh,Regensburg, Siemensstr. 12 84051 Essenbach,84051,48.610972,12.217661
Mipa Ag,Regensburg, Am Oberen Moos 1 1132 84051 Essenbach,84051,48.610972,12.217661
Treplast Gmbh,Regensburg, Ahrainer Str. 70 84051 Essenbach,84051,48.610972,12.217661
Fp International Gmbh,Ulm, Daimlerstr. 4 89542 Herbrechtingen,89542,48.619817,10.178445
Werner Briel,Ulm, 89537 Giengen,89537,48.622569,10.244748
System Kosmetik Produktionsgesellschaft Fur...,Augsburg, Raiffeisenstr. 2 86692 Munster,86692,48.623518,10.904116
...,Stuttgart, Burghalde 13 72218 Wildberg,72218,48.623868,8.748772
Diagnostica Gmbh,Stuttgart, Im Vorderen Feld 28 72622 Nurtingen,72622,48.62457,9.342695
Maier Mineralole Gmbh,Passau, Passauer Str. 30 94474 Vilshofen,94474,48.633863,13.184477
A C T Aerosol-chemie-technik Gmbh,Reutlingen, Weidenweg 12 73087 Boll,73087,48.639756,9.602631
Biofa-naturprodukte W. Hahn Gmbh,Stuttgart, Dobelstr. 22 Pf 1130 73087 Boll,73087,48.639756,9.602631
Wala-heilmittel Gmbh,Reutlingen, Dorfstr. 1 73087 Boll,73087,48.639756,9.602631
Mertina Gmbh,Augsburg, Augsburger Str. 24 86690 Mertingen,86690,48.656406,10.801318
Franz Seidel,Regensburg, Elsbethenring 11 84076 Pfeffenhausen,84076,48.665689,11.964827
Dohrenbusch Kunststoffverarbeitung Gmbh,Stuttgart, Reustadt 45 73110 Hattenhofen,73110,48.666935,9.570996
Staufen-chemie Hermann Siedka,Stuttgart, Friedhofstr. 45 73110 Hattenhofen,73110,48.666935,9.570996
Terra Nostra Gmbh,Ingolstadt, Alemannenstr. 5 85290 Geisenfeld,85290,48.683863,11.610198
T-pro Technische Produkte Gmbh & Co. Kg,Stuttgart, Wilhelm-ganzhorn-weg 14 71032 Boblingen,71032,48.685666,9.015253
Fpe Friseur- Und Kosmetikbedarf Eg,Stuttgart, Heinrich-hertz-str. 24 70794 Filderstadt,70794,48.68925,9.2183
Klaus Veit,Stuttgart, Lehmgrubenweg 5 70794 Filderstadt,70794,48.68925,9.2183
Aeroxoninsectcontrolgmbh,Stuttgart, Bahnhofstr. 35 71332 Waiblingen,71332,48.69091,9.19508
Albon-chemie Dr. Ludwig-e. Gminder Kg,Stuttgart, Carl-zeiss-str. 41 72555 Metzingen,72555,48.69091,9.19508
Almawin Reiningungskonzentrate Gmbh,Stuttgart, Talstr. 2 73650 Winterbach,73650,48.69091,9.19508
Asid Bonz Gmbh,Stuttgart, 71083 Herrenberg,71083,48.69091,9.19508
b.v.chemiegmbh,Stuttgart, Morikeweg 4 71577 Groserlach,71577,48.69091,9.19508
Barit Kunstharz - Belagstechnik Gmbh,Stuttgart, Eckenerstr. 5 100947 73730 Esslingen,100947,48.69091,9.19508
Bau Haag Verwaltungs-gmbh,Stuttgart, Waldstr. 32 75181 Pforzheim,75181,48.69091,9.19508
Boehringer Kunststofftechnik Gmbh,Stuttgart, Daimlerstr. 10-12 74252 Massenbachhausen,74252,48.69091,9.19508
Buck-chemie Gmbh,Stuttgart, Hertzstr. 1 71083 Herrenberg,71083,48.69091,9.19508
Bvb-burkhardt,Stuttgart, Im Hohen Rain 96 71332 Waiblingen Baden-wuerttemberg,71332,48.69091,9.19508
Cardinal Health Germany 405 Gmbh,Stuttgart, Steinbeisstr. 2 73614 Schorndorf,73614,48.69091,9.19508
Croma Lacke Gmbh,Stuttgart, Johannes-kepler-str. 3 Pf 1246 71083 Herrenberg,71083,48.69091,9.19508
Curt Georgi Gmbh & Co.,Stuttgart, Otto-lilienthal-str. 35-37 Pf 1346 71034 Boblingen,71034,48.69091,9.19508
Diamant-gesellschaft Tesch Gmbh,Stuttgart, Carl-goerdeler-str. 14 Pf 1023 71636 Ludwigsburg,71636,48.69091,9.19508
Dhv-daiber,Stuttgart, Talstr. 3 71144 Steinenbronn,71144,48.69091,9.19508
dr.juliusfuchsohgchemischefabrik,Stuttgart, Bahnhofstr. 32 73630 Remshalden,73630,48.69091,9.19508
Dr. Paul Koch Gmbh,Stuttgart, Im Geiselrain 7 72636 Frickenhausen,72636,48.69091,9.19508
E. Epple & Co. Gmbh,Stuttgart, Hertzstr. 8 71083 Herrenberg,71083,48.69091,9.19508
Elass Cosmetics Gmbh,Stuttgart, Teinacher Str. 62 71634 Ludwigsburg,71634,48.69091,9.19508
Elefant Chemische Produkte Gmbh,Stuttgart, Essener Str. 5 71332 Waiblingen,71332,48.69091,9.19508
Enzian-seifenfabrik g.a. Bazlen Gmbh & Co. Kg,Stuttgart, Romerstr. 10 72555 Metzingen,72555,48.69091,9.19508
Erika Patel,Stuttgart, Hugo-herrmann-str. 22 72766 Reutlingen,72766,48.69091,9.19508
Erna Reuter,Stuttgart, Wiesenstr. 2 71126 Gaufelden,71126,48.69091,9.19508
Firma Neuscheler,Stuttgart, Metzinger Str. 64 72766 Reutlingen Baden-wuerttemberg,72766,48.69091,9.19508
Friedrich Scharr Kg,Stuttgart, Liebknechtstr. 50 Pf 800923 70565 Stuttgart,800923,48.69091,9.19508
Friedrich Gmbh Reinigungsund Hygienesysteme,Stuttgart, 71384 Weinstadt,71384,48.69091,9.19508
Germar Gfp-pur Produkte Gmbh,Stuttgart, Rechbergstr. 5 73101 Aichelberg,73101,48.69091,9.19508
Gessler & Bolch Insekten- Schutz...,Stuttgart, Riegelbachstr. 18 74360 Ilsfeld,74360,48.69091,9.19508
Gustav Baehr Gmbh,Stuttgart, Max-eyth-str. 39 Pf 1153 71332 Waiblingen,71332,48.69091,9.19508
Haffner Vertriebs Gmbh,Stuttgart, Friedrichstr. 3 71679 Asperg,71679,48.69091,9.19508
