Company,City,Addrs,zip,lat,lng
Bie - Dro Pharmazeutische Handelsgesellschaft C....,Bielefeld, Industriestr. 38 33689 Bielefeld,33689,51.928597,8.599892
Hermann Meyer Bautenschutz Gmbh,Bielefeld, Dunlopstr. 29 33689 Bielefeld,33689,51.928597,8.599892
H. Kellermann Gmbh,Dortmund, 48301 Nottuln,48301,51.931264,7.352391
Heinrich Voss,Dortmund, Weseler Str. 32a 48301 Nottuln Nordrhein-westfalen,48301,51.931264,7.352391
Alm Gmbh Anlagen - Landmaschinen Und Metall,Dessau, 06869 Klieken,6869,51.933333,12.466667
Brunhilde Wolf,Braunschweig, Kolberger Str. 9 38685 Langelsheim,38685,51.940288,10.333177
Heubach Gmbh,Braunschweig, Heubachstr. 7 Pf 1161 38685 Langelsheim,38685,51.940288,10.333177
Msw-chemie Gesellschaft Mit Beschrankter Haftung,Braunschweig, Seesener Str. 19 Pf 1126 38685 Langelsheim,38685,51.940288,10.333177
"Clemens Richard Schupmann, Inh. Richard Schupmann",Bochum-Hordel, Schuppenstr. 19 48653 Coesfeld,48653,51.945242,7.170004
Hofa Hocke Fachmarkt Gmbh & Co. Kg,Dortmund, Weslings Kamp 22 48653 Coesfeld,48653,51.945242,7.170004
J. W. Ostendorf Gmbh & Co.,Bochum-Hordel, Rottkamp 2 Pf 1645 48653 Coesfeld,48653,51.945242,7.170004
Noack Deutschland Gmbh,Münster, Hagengasse 3b 48231 Warendorf,48231,51.951848,7.9903
Rywa Gmbh & Co. Kommanditgesellschaft,Münster, 48231 Warendorf,48231,51.951848,7.9903
Wev Warendorfer Energieversorgung Gmbh,Münster, 48231 Warendorf,48231,51.951848,7.9903
Mineraloelvertrieb Wilhelm Scholten,Münster, Hafengrenzweg 21 48155 Munster,48155,51.953676,7.679251
Nettesheim Chemie Gmbh & Co.,Münster, Gustav-stresemann-weg 48 Pf 5580 48155 Munster,48155,51.953676,7.679251
Monitoring Force Gmbh,Münster, Bahnhofstr. 11 48143 Munster,48143,51.960733,7.625847
Gasstadtwerke Zerbst Gmbh,Dessau, 39261 Zerbst,39261,51.964669,12.094571
H&r Lube Blending Gmbh,Münster, Neuenkirchener Str. 8 48499 Salzbergen,48499,51.96471,7.6285
H&r Lubetech Gmbh,Münster, Neuenkirchener Str. 8 48499 Salzbergen Niedersachsen,48499,51.96471,7.6285
Plant Science Services Gmbh,Münster, Heerstr. 49 49492 Westerkappeln,49492,51.96471,7.6285
Pludra Gmbh & Co. Kg,Münster, 48499 Salzbergen,48499,51.96471,7.6285
Srs Schmierstoff Vertrieb Gmbh,Münster, Neuenkirchener Str. 8 48499 Salzbergen,48499,51.96471,7.6285
Westfalen Chemie Gmbh&co. Kg,Münster, 48499 Salzbergen,48499,51.96471,7.6285
Flash Art Gmbh the Show and Effects Company,Bielefeld, Detmolder Str. 629b 33699 Bielefeld,33699,51.969845,8.641319
Rhoba-chemie Gmbh,Bielefeld, Gustav-winkler-strasse 32a 33699 Bielefeld,33699,51.969845,8.641319
Dr. Suwelack Skin & Health Care Ag,Münster, Josef-suwelack-str. 48727 Billerbeck,48727,51.977593,7.293484
Dr. Otto Suwelack Nachf. Gmbh & Co. Kg,Münster, Josef-suwelack-str. Pf 1362 48727 Billerbeck,48727,51.977593,7.293484
Klaus Diedrichs Gmbh & Co Kg,Minden, Dieselstr. 3-7 Pf 1160 31812 Bad Pyrmont,31812,51.983168,9.2447
Bomix Chemie Gmbh,Münster, Gildeweg 6-10 48291 Telgte,48291,51.984367,7.785298
Saicos Colour Gmbh,Münster, 48336 Sassenberg,48336,51.988214,8.041172
Saicos Coulors Gmbh,Münster, Carl-zeiss-str. 3 48336 Sassenberg,48336,51.988214,8.041172
Baxter Oncology,Bielefeld, Artur-ladebeck-str. 128 33647 Bielefeld,33647,51.988648,8.515501
Franken-chemie Gmbh & Co. Kg.,Bielefeld, Elisabethstr. 55 Pf 1349 32791 Lage,32791,51.992713,8.793279
Nano Gmbh,Bielefeld, 32791 Lage,32791,51.992713,8.793279
Protherm Kunststoffe Gmbh & Co. Kg,Bielefeld, 32791 Lage,32791,51.992713,8.793279
Stadtwerke Lage Gmbh,Bielefeld, 32791 Lage,32791,51.992713,8.793279
Josef Heilers,Münster, Billerbecker Str. 28 48720 Rosendahl Nordrhein-westfalen,48720,51.997126,7.092442
Haustechnik Karl Gmbh,Bielefeld, Haller Weg 12 33617 Bielefeld Nordrhein-westfalen,33617,52.002781,8.521412
Hanke & Seidel Gmbh & Co. Kg,Bielefeld, Waldbadstr. 20-22 Pf 1251 33803 Steinhagen,33803,52.0048,8.414989
Kf-cosmetics e.k.,Bielefeld, Alleestr. 3 33649 Bielefeld,33649,52.00621,8.50553
Phoenix Ag & Co. Kg,Bielefeld, Sunderweg 12 33649 Bielefeld,33649,52.00621,8.50553
Spring-kosmetik Gmbh & Co. Kg,Bielefeld, Brockhagener Str. 3-9 33649 Bielefeld,33649,52.00621,8.50553
Techno-service Gmbh,Bielefeld, Detmolder Str. 515 33605 Bielefeld,33605,52.006475,8.566761
Haupt Pharma Munster Gmbh,Münster, Schleebruggenkamp 15 48159 Munster,48159,52.014689,7.584778
Whitehall-much Gmbh,Münster, Regina-protmann-str. 16 48159 Munster,48159,52.014689,7.584778
Anhaltinischechemischefabriken(acf)gmbh,Magdeburg, Magdeburger Str. 35 Pf 72 39218 Schonebeck (Elbe),39218,52.019669,11.736987
Cvm Chemie-vertrieb Magdeburg Gmbh & Co. Kg,Magdeburg, Geschwister-scholl-str. 127 39218 Schonebeck (Elbe),39218,52.019669,11.736987
Wano Schwarzpulver Gesellschaft Mit Beschrankter...,Braunschweig, Kunigunder Str. 38704 Liebenburg,38704,52.021441,10.432739
Der Stempelspezialist Lerp & Co. Gmbh,Bielefeld, Niederwall 36 33602 Bielefeld,33602,52.022498,8.536966
Wilhelm Horstmann Gmbh & Co Kg,Bielefeld, Herforder Str. 120 33602 Bielefeld,33602,52.022498,8.536966
Biogas Nord Ag,Bielefeld, Werningshof 2-4 33719 Bielefeld,33719,52.02397,8.618789
Dr. Hesse Gmbh & Cie. Kg,Bielefeld, Werningshof 14 33719 Bielefeld,33719,52.02397,8.618789
Heinrich Amelung Gmbh Herstellung Von...,Bielefeld, Langer Graben 67a 32657 Lemgo,32657,52.033307,8.901746
Taoasis Gmbh Aroma-kosmetik & Verlag,Bielefeld, 32657 Lemgo,32657,52.033307,8.901746
Taoasis Gmbh,Bielefeld, Bismarckstr. 23 Pf 824 32657 Lemgo,32657,52.033307,8.901746
Sinter-industrie-technik Gesellschaft Mit...,Braunschweig, Porschestr. 18 38259 Salzgitter,38259,52.036522,10.347327
Eris Isermann Gmbh,Bielefeld, Bielefelder Str. 54 32107 Bad Salzuflen,32107,52.03708,8.63966
Hebrok Bauelemente Gmbh & Co. Kg,Bielefeld, Herforder Str. 309 33609 Bielefeld,33609,52.0424,8.570537
"Obermark-chemie Gmbh & Co. Kg, Chem-techn....",Bielefeld, Feldstr. 33 33609 Bielefeld,33609,52.0424,8.570537
S. Goldmann Gmbh & Co Kommanditgesellschaft,Bielefeld, 33609 Bielefeld,33609,52.0424,8.570537
Stockmeier Urethanes Gmbh & Co. Kg,Bielefeld, Eckendorfer Str. 10 33609 Bielefeld Nordrhein-westfalen,33609,52.0424,8.570537
Stockmeier Chemie Gmbh & Co. Kg,Bielefeld, Eckendorfer Str. 10 33609 Bielefeld,33609,52.0424,8.570537
Bevermann Handels Gmbh,Bielefeld, Alte Landwehr 1 33775 Versmold,33775,52.042902,8.155425
Dr. Paul Lohmann Gmbh Kg,Garbsen, Hauptstr. 2 Pf 1220 31860 Emmerthal,31860,52.046584,9.382428
"Lomapharm, Rudolf Lohmann Gmbh & Co. Kg",Garbsen, Langes Feld 5 1210 31860 Emmerthal,31860,52.046584,9.382428
Colortec Lack Und Beizen-vertriebs-gmbh,Bielefeld, Deelenweg 1 33729 Bielefeld,33729,52.047337,8.645491
"Lott-lacke, Produktions- Und Handels Gmbh",Bielefeld, Milser Str. 57 33729 Bielefeld,33729,52.047337,8.645491
Uffmann Lackierbetrieb Gmbh,Bielefeld, Werkstr. 1-5 33729 Bielefeld,33729,52.047337,8.645491
Vsa Apothekensysteme Gmbh,Münster, Zum Hagenbach 20 48366 Laer,48366,52.054465,7.359013
Gerdes Kunststoff-technik Gmbh & Co Kg,Minden, Breslauer Str. 2a Pf 1152 32699 Extertal,32699,52.065003,9.124622
Heinrich Lambrecht-fahrzeuglackierungen,Minden, Bruchweg 1 32699 Extertal Nordrhein-westfalen,32699,52.065003,9.124622
Arnold Holste Wwe. Gmbh & Co. Kg,Bielefeld, Sudbrackstr. 3 33611 Bielefeld,33611,52.06713,8.56205
Bruelheide Gmbh,Bielefeld, Im Bargfelde 90 33739 Bielefeld,33739,52.06713,8.56205
Dr. August Wolff Gmbh & Co. Arzneimittel,Bielefeld, Sudbrackstr. 56 33611 Bielefeld,33611,52.06713,8.56205
Friedrich Apenbrink & Co.,Bielefeld, 33739 Bielefeld,33739,52.06713,8.56205
H. & W. Soetebier Nachf. Gmbh,Bielefeld, Tiesloh 18 33739 Bielefeld,33739,52.06713,8.56205
Kraeutica Pharma Gmbh & Co. Kg,Bielefeld, Am Pfarrholz 42 33739 Bielefeld,33739,52.06713,8.56205
Harry Szyszke,Magdeburg, Bundschuhstr. 25 39116 Magdeburg,39116,52.073134,11.600143
Bernd Wegner Maschinenbau Gmbh,Bielefeld, Esch 12 33824 Werther,33824,52.074221,8.411628
Faserit Gmbh,Dorsten, 48683 Ahaus,48683,52.076638,7.00821
Iso- Tech Kunststoff Gmbh,Dorsten, Rottweg 22 Pf 1320 48683 Ahaus,48683,52.076638,7.00821
Stassek Diversit Gmbh,Dorsten, 48683 Ahaus,48683,52.076638,7.00821
Ungrund-leime Kg,Marl, Einsteinstr. 10 48683 Ahaus,48683,52.076638,7.00821
Hl-technology Gmbh,Bielefeld, Brunnenstr. 28a 32052 Herford,32052,52.080092,8.660134
Wetzel Gmbh & Co. Kg,Bielefeld, Hohe Warth 15-21 Pf 3063 32052 Herford,32052,52.080092,8.660134
Ferdinand Eimermacher Gmbh & Co. Kg,Münster, Westring 24 1155 48356 Nordwalde,48356,52.084723,7.480839
Ferdinand Eimermacher Gmbh Und Co....,Münster, 48356 Nordwalde,48356,52.084723,7.480839
Schweizer-effax Gmbh,Münster, 48356 Nordwalde,48356,52.084723,7.480839
Grasdorf-wennekamp Gmbh,Braunschweig, Ziegeleistr. 29 31188 Holle,31188,52.087462,10.160835
Ahlertjuniormineralolegmbh,Münster, Saerbecker Str. 130 48268 Greven,48268,52.08823,7.61362
Allpresan Neubourg-skincare Gmbh & Co. Kg,Münster, Mergenthaler Str. 40 48268 Greven,48268,52.08823,7.61362
Neubourg Skin Care Gmbh & Co. Kg,Münster, 48268 Greven,48268,52.08823,7.61362
Strahlenweiss-farbwerk Gmbh,Luckenwalde, Nachthainichenweg 20 15936 Dahme,15936,52.09394,13.36136
Marlies Moenter Arzneimittel- Und...,Bielefeld, Gruner Weg 1 49196 Bad Laer,49196,52.10161,8.088835
Nehlsen Neue Energien Gmbh & Co. Kg,Stralsund, 18507 Grimmen,18507,52.10528,7.39852
Riemser Arzneimittel Ag,Stralsund, an Der Wiek 7 17493 Greifswald,17493,52.10528,7.39852
Kaniedenta Dentalmedizinische Erzeugnisse Gmbh &...,Bielefeld, Zum Haberland 36 2022 32051 Herford,32051,52.115084,8.626887
Oro-produkte Marketing International Gmbh,Bielefeld, Engerstr. 86 32051 Herford,32051,52.115084,8.626887
Schnieder Kunststoffteile Gmbh & Co. Kg,Bielefeld, Zeppelinstr. 3 32051 Herford,32051,52.115084,8.626887
Wilfred Single Gmbh & Co. Kg,Bielefeld, Oststr. 73 32051 Herford,32051,52.115084,8.626887
Masterplast Deutschland Produktions- Und...,Magdeburg, Breite Str. 6f 39114 Magdeburg,39114,52.11602,11.66489
Intertechnik Elze Gmbh & Co. Kg,Hannover, Wernher-von-braun-str. 1 31008 Elze,31008,52.119794,9.736112
Imhanex Gmbh,Braunschweig, Gesellensteig 25 38229 Salzgitter,38229,52.121683,10.41909
Pa Propan & Ammoniak Anlagen Gmbh,Braunschweig, Erzwasche 50 38229 Salzgitter Niedersachsen,38229,52.121683,10.41909
Lott-lacke Gmbh,Bielefeld, Lachtropweg 4 32130 Enger,32130,52.139037,8.558825
Meyer Chemie Gmbh & Co. Kg,Bielefeld, Werkstr. 13 32130 Enger,32130,52.139037,8.558825
Werk Lack Gmbh,Bielefeld, Industriestr. 19 32130 Enger,32130,52.139037,8.558825
Widu-farben-menke Gmbh,Bielefeld, Sundernstr. 63 32130 Enger,32130,52.139037,8.558825
Volpker Montanwachs Gmbh,Wolfsburg, Fabrikstr. 1 39393 Volpke,39393,52.139181,11.098488
Luttermann Gmbh,Bielefeld, Poststr. 5-7 32139 Spenge,32139,52.144636,8.482567
d.krogerholzhandlungundsagewerkgmbh&co.,Münster, Buchentorstr. 1 49536 Lienen,49536,52.14661,7.971547
Doris Cichon,Münster, Hauptstr. 7 49536 Lienen,49536,52.14661,7.971547
Luscher Filterbau Ag,Münster, Buchentorstr. 11 49536 Lienen,49536,52.14661,7.971547
Plosspharma Arzneimittelfabrik Gmbh,Münster, Kirchplatz 1 Pf 1207 49536 Lienen,49536,52.14661,7.971547
Karl Wolpers,Hannover, 31135 Hildesheim,31135,52.14905,10.006335
Barbara Dolezich-muller,Münster, Leerer Str. 7 48565 Steinfurt,48565,52.150191,7.343829
H. Moeller Gmbh & Co. Kg,Münster, Burgerkamp 1 Pf 1425 48565 Steinfurt,48565,52.150191,7.343829
Sauerstoffwerk Steinfurt E. Howe Gmbh & Co. Kg,Münster, Sellen 106 48565 Steinfurt,48565,52.150191,7.343829
Sauerstoffwerk Steinfurt E. Howe Gmbh & Co....,Münster, 48565 Steinfurt,48565,52.150191,7.343829
Riboth Ges. Zur Herstellung Von Hygiene- Und...,Potsdam, Gewerbegebiet Ot Werbieg 14822 Niederwerbig,14822,52.155271,12.786899
Budich International Gmbh,Bielefeld, Dieselstr. 10 32120 Hiddenhausen,32120,52.160867,8.61783
Epitech Gmbh Kommunikationshiifen,Bielefeld, Pivitstr. 13 32120 Hiddenhausen,32120,52.160867,8.61783
Peter-lacke Gmbh,Bielefeld, Herforder Str. 80 32120 Hiddenhausen,32120,52.160867,8.61783
Gallon-kosmetik Gmbh & Co. Kg,Bielefeld, Im Meisenfeld 7 32602 Vlotho,32602,52.165224,8.857876
Dreluso Pharmazeutika Dr. Elten Und Sohn Gmbh,Minden, Marktplatz 5 140 31840 Hessisch Oldendorf,31840,52.168609,9.24829
...,Wolfenbüttel, Im Bruchanger 6 38855 Wernigerode,38855,52.16992,10.54485
Peho Franke,Wolfenbüttel, Salzbergstr. 25 38855 Wernigerode,38855,52.16992,10.54485
Pharma Wernigerode Gmbh,Wolfenbüttel, Dornbergsweg 35 Pf 35 38855 Wernigerode,38855,52.16992,10.54485
Hoebink Reinigungsmittel Gmbh,Münster, Spatzenweg 64 48282 Emsdetten,48282,52.175775,7.527406
Lr Fasini Gmbh,Münster, Rabenstr. 75 48282 Emsdetten,48282,52.175775,7.527406
Twe Technische Weberei Gmbh & Co.,Münster, Hollefeldstr. 46 48282 Emsdetten,48282,52.175775,7.527406
Dapa Gmbh,Magdeburg, Saalestr. 11-12 39126 Magdeburg,39126,52.18559,11.65237
Chemco Chemie Gmbh & Co. Kg,Berlin, Pappelallee 1 15838 Am Mellensee,15838,52.185722,13.41919
Stutenmilchhof Biebensgrund,Bielefeld, Taubenweg 15 32545 Bad Oeynhausen,32545,52.186243,8.79837
E. Schorfheide Brennstoffhandel Gmbh,Bielefeld, Auf Der Lehmkuhle 4 49324 Melle,49324,52.188362,8.337881
Metank Gmbh,Bielefeld, Oldendorfer Str. 37-39 49324 Melle,49324,52.188362,8.337881
Starcke Gmbh & Co. Kg,Bielefeld, Markt 10 49324 Melle,49324,52.188362,8.337881
Wagener & Co. Gmbh,Münster, Lohesch 60 49525 Lengerich,49525,52.189712,7.852912
Andreas Meier,Bielefeld, Mindener Str. 29 32547 Bad Oeynhausen,32547,52.197819,8.831673
Fuchs Gmbh,Bielefeld, Osterfeldstr. 2-8 Pf 1240 49326 Melle,49326,52.198363,8.21677
Oskar Nolte Gmbh,Bielefeld, Im Obrock 55-61 Pf 1326 32278 Kirchlengern,32278,52.198668,8.642703
Sapemus Chemie Gmbh,Hannover, Philipp-reis-str. 22 31832 Springe,31832,52.207287,9.555685
Color-centermosergmbh,Magdeburg, Schermener Weg 2b 39291 Moser,39291,52.208379,12.196465
Reliatech Receptor Ligand Technologies Gmbh,Braunschweig, Inhoffenstr. 7 38124 Braunschweig,38124,52.210291,10.521515
A.s. Vertriebsgesellschaft Mbh Igol...,Rheine, Marie-curie-strasse 3b 48599 Gronau,48599,52.214834,7.03907
Auro Pflanzenchemie Ag,Braunschweig, Alte Frankfurter Str. 211 38122 Braunschweig,38122,52.228055,10.455875
Btc Linkle & Silco-tec Gmbh,Erfurt, Marienstr. 25a 98701 Grosbreitenbach,98701,52.23005,10.53591
Gothaplast Verbandpflasterfabrik Gmbh,Erfurt, Hans-c.-wirz-str. 2 Pf 100132 99867 Gotha,100132,52.23005,10.53591
Tex-color Farbwerke Gmbh & C.,Erfurt, Heckerstieg 4 600151 99085 Erfurt,600151,52.23005,10.53591
Heinrich Steinbrink Gmbh,Bielefeld, Witthopstr. 10 Volmerdingen 32549 Bad Oeynhausen,32549,52.233003,8.83125
Chemie-plast Vertriebs Gmbh & Co.,Bielefeld, Rehwinkel 31 32457 Porta Westfalica,32457,52.239495,8.922587
Fritz Harting Mineraloel-vertriebs Gmbh,Minden, Kleinenbremer Str. 4 32457 Porta Westfalica,32457,52.239495,8.922587
Britta Nolte,Münster, Catenhorner Str. 17 48431 Rheine,48431,52.24394,7.425845
Richter Dtp Center Gmbh & Co. Kg,Münster, Wagenfeldstr. 31b 48485 Neuenkirchen,48485,52.243981,7.371152
Telgkamper Taxi-service Gmbh,Osnabrück, Blumenhaller Weg 29 49080 Osnabruck,49080,52.256617,8.045255
Winkelmann,Braunschweig, Alte Dorfstr. 10 38159 Vechelde,38159,52.260691,10.372637
Josef Belkenheid Nachf. Gmbh,Osnabrück, Gesmolder Str. 61 49084 Osnabruck,49084,52.262485,8.071355
Wittrock & Uhlenwinkel Gmbh & Co. Kg,Osnabrück, Carl-luer-str. 11 49084 Osnabruck,49084,52.262485,8.071355
...,Münster, Hauptstr. 21 Pf 1662 49479 Ibbenburen,49479,52.263704,7.749513
Heinrich Plegge Gmbh & Co.,Münster, Wilhelmstr. 34 49477 Ibbenburen,49477,52.263704,7.749513
Wiewelhove Gmbh,Münster, Dornebrink 19 49479 Ibbenburen,49479,52.263704,7.749513
Metra Middle-east-trading-gmbh,Braunschweig, Husarenstr. 15 38102 Braunschweig,38102,52.264141,10.526381
Richard Sichler Gmbh & Co. Kg,Braunschweig, Broitzemer Str. 32 38118 Braunschweig,38118,52.264141,10.526381
Bernath Atomic Gmbh,Hannover, Gottlieb-daimler-str. 11-15 30974 Wennigsen,30974,52.26839,9.63102
C-tech Europe Gmbh,Hannover, Rittergut 30974 Wennigsen,30974,52.26839,9.63102
Laverana Gmbh,Hannover, Am Weingarten 4 30974 Wennigsen,30974,52.26839,9.63102
Follmann & Co.,Minden, Karlstr. 59 32423 Minden,32423,52.27321,8.9147
Wulff Gmbh & Co.,Münster, Wersener Str. 3 Pf 1261 49504 Lotte,49504,52.275343,7.915955
Beauty Competence Consulting & Trade Gmbh,Braunschweig, Wodanstr. 12 38106 Braunschweig,38106,52.28029,10.51978
Belcos-cosmetic Gmbh,Braunschweig, Wodanstr. 12 Pf 1335 38106 Braunschweig,38106,52.28029,10.51978
F. Schacht Gmbh & co.kg,Braunschweig, 38106 Braunschweig,38106,52.28029,10.51978
Ludwig Nenninger Chemische Fabrikation Gmbh,Braunschweig, Bultenweg 48 38106 Braunschweig,38106,52.28029,10.51978
Reiher Gmbh,Braunschweig, Saarbruckener Str. 254 38116 Braunschweig,38116,52.285438,10.453837
Richard Kehr Gmbh & Co. Kg,Braunschweig, Sudetenstr. 8 38114 Braunschweig,38114,52.288083,10.494975
Robert Kraatz Handelsges. Mbh & Co. Kg,Braunschweig, Hinter Dem Turme 20 38114 Braunschweig,38114,52.288083,10.494975
Robert Kraatz Handelsgesellschaft Mbh & Co. Kg,Braunschweig, Hinter Dem Turme 20 38114 Braunschweig,38114,52.288083,10.494975
Teleplast Gmbh & Co. Kg,Braunschweig, Petzvalstr. 37 38104 Braunschweig,38104,52.29133,10.60051
Osterheider Gesellschaft Mit Beschrankter Haftung...,Osnabrück, Dieselstr. 27a 49076 Osnabruck,49076,52.29173,7.950847
Fritz Flemming Gmbh & Co. Kg,Osnabrück, Kommenderiestr. 44 49074 Osnabruck,49074,52.291748,8.068714
Osnatol-werk Gmbh & Co. Kg,Osnabrück, Bahnhofstr. 14 49191 Belm,49191,52.29319,8.12606
Rosalinda Schaefer-wohlers,Osnabrück, Vehrter Kirchwg. 19 49191 Belm,49191,52.29319,8.12606
Extrakt-chemie Dr. Bruno Stellmach Gmbh & Co. Kg,Minden, Blyinghausen 8 31655 Stadthagen,31655,52.29484,8.92015
Upex-chemie Gmbh,Minden, Industriestr. 6 31655 Stadthagen,31655,52.29484,8.92015
Anaconda Cosmetics Gmbh,Braunschweig, Drosselstieg 17 38108 Braunschweig,38108,52.300752,10.601388
Hobb Holzveredlung Gmbh & Co. Kg,Rheine, Liebigstr. 15 48455 Bad Bentheim,48455,52.301787,7.159428
Promix Cosmetics Dieter Schulze e.k.,Neuruppin, 16909 Wittstock,16909,52.30264,10.46339
Promix Gmbh Cosmetics,Neuruppin, Mecklenburger Str. 7 16909 Wittstock,16909,52.30264,10.46339
Dammann Chemietechnik Gmbh,Braunschweig, Porschestr. 32 38112 Braunschweig,38112,52.303694,10.441334
Stadtwerke Braunschweig Gmbh,Braunschweig, Carl-miele-str. 4 38112 Braunschweig,38112,52.303694,10.441334
Hahn Handelsvertretung Und Grosshandel Gmbh,Hannover, Egestorffstr. 3a 31319 Sehnde,31319,52.31262,9.967105
Ge Healthcare Buchler Gmbh & co.kg,Braunschweig, Gieselweg 1 38110 Braunschweig,38110,52.31288,10.52937
Permalight Leuchtfarben Ag,Hannover, Hoher Holzweg 32 Pf 1406 30966 Hemmingen,30966,52.314054,9.722783
Laves-arzneimittel Gmbh & Co. Verwaltungs Kg,Hannover, Barbarastr. 14 30952 Ronnenberg,30952,52.318288,9.659229
Eco Cosmetics Gmbh & Co Kg,Hannover, Hildesheimer Str. 353 30880 Laatzen,30880,52.32151,9.78713
Kohlensaeurewerk Hannover Eg,Hannover, Meineckestr. 12-14 30880 Laatzen,30880,52.32151,9.78713
Internorm Kunststofftechnik Gmbh,Osnabrück, Robert-bosch-str. 5 49401 Damme,49401,52.32338,7.96668
Kospro Kosmetik-produktionsges. Mbh,Braunschweig, Peiner Str. 28 38176 Wendeburg,38176,52.328149,10.394114
Kospro Kosmetik-produktionsgesellschaft Mbh,Braunschweig, 38176 Wendeburg,38176,52.328149,10.394114
Alva Naturkosmetik Gmbh,Osnabrück, Hansastr. 91 49134 Wallenhorst,49134,52.33144,7.97246
Juergen Lohse Kg Haarkosmetik,Osnabrück, Hansastr. 87 49134 Wallenhorst,49134,52.33144,7.97246
Techsano Chemie-vertriebs Gmbh,Osnabrück, Marie-curie-str. 21 49134 Wallenhorst,49134,52.33144,7.97246
Ttl Naturkosmetik Gmbh,Osnabrück, 49134 Wallenhorst,49134,52.33144,7.97246
Gafa-tec Handels Gmbh,Berlin, Potsdamer Strasse 19 14548 Schwielowsee,14548,52.33311,12.937748
Schiemann Industrielacke Gmbh & Co. Kg,Hannover, Hildesheimer Str. 303 30519 Hannover,30519,52.338115,9.768778
Aurich Ohg,Hannover, Breslauer Str. 9 31542 Bad Nenndorf,31542,52.338775,9.377526
Eag Gmbh,Hannover, Ringstr. 4 30457 Hannover,30457,52.345891,9.688932
Heros Transport Gmbh,Hannover, Beckstr. 2-4 30457 Hannover,30457,52.345891,9.688932
Eduard Mathai Gmbh,Hannover, Sydney Garden 9 30539 Hannover,30539,52.346127,9.826656
Otto Hattendorf Gmbh,Hannover, Industriestr. 1 31698 Lindhorst,31698,52.360036,9.296284
Farbenhof Horst Doerre Gmbh & Co. Kg,Hannover, Tiergartenstr. 69 30559 Hannover,30559,52.363249,9.855852
Kraul & Wilkening & Stelling Beteiligungs-gmbh,Hannover, Lohweg 39 30559 Hannover,30559,52.363249,9.855852
Kraul & Wilkening U. Stelling...,Hannover, Lohweg 39 30559 Hannover,30559,52.363249,9.855852
Wilhelm Liebe Gmbh & Co. Kg,Hannover, Karmarschstr. 25 30159 Hannover,30159,52.364888,9.772229
Henkel Pritt Produktionsges. Mbh,Hannover, Sichelstr. 1 30453 Hannover,30453,52.36723,9.69993
Mundt & Morcinek Gmbh,Hannover, Davenstedter Str. 146 30453 Hannover,30453,52.36723,9.69993
Orpil Chemie Gmbh,Hannover, Davenstedter Str. 83 30453 Hannover,30453,52.36723,9.69993
Losimol Jochen Magunna Gmbh,Hannover, Arndtstr. 14 30167 Hannover,30167,52.36997,9.724536
Terra Lacke Gmbh,Hannover, Industriestr. 12 Pf 1770 31275 Lehrte,31275,52.37262,9.9771
Theo Transport Handels Organisation Gmbh,Hannover, Gewerbestr. 1und-6 31275 Lehrte,31275,52.37262,9.9771
Deo Kristall Hannover Gmbh,Hannover, Hildesheimer Str. 85 30169 Hannover,30169,52.37844,9.72424
Sigma-aldrich Laborchemikalien Gmbh,Hannover, Wunstorfer Str. 40 30926 Seelze,30926,52.38118,9.62738
Troy Chemie Gmbh,Hannover, Wunstorfer Str. 40 30926 Seelze,30926,52.38118,9.62738
Ersam Service- Und Industrieausruestungen Gmbh,Braunschweig, Klintweg 10 38527 Meine Niedersachsen,38527,52.381818,10.545398
G. & W. Jaspers Gmbh U. Co. Kg,Münster, 48496 Hopsten,48496,52.382905,7.602828
Strathmann Biotec Gmbh & Co Kg,Hannover, Feodor-lynen-str. 5 30625 Hannover,30625,52.3845,9.81231
Bruno Ludewig Gmbh,Rheine, Waldstr. 13 48488 Emsburen,48488,52.391295,7.292081
Cvh Chemie-vertrieb Gmbh & Co. Hannover Kg,Hannover, Podbielskistr. 22 30163 Hannover,30163,52.39516,9.744446
European Ink Gmbh,Hannover, Lister Damm 17 30163 Hannover,30163,52.39516,9.744446
Pelikan Pbs-produktionsges. Mbh & Co. Kg,Hannover, Werftstr. 9 30163 Hannover,30163,52.39516,9.744446
Ckw Pharma-extrakt Gmbh & Co. Kg,Rheine, Enschedestr. 12 48529 Nordhorn,48529,52.396158,7.121276
Eurochemie Gmbh,Rheine, Enschedestr. 14 48529 Nordhorn,48529,52.396158,7.121276
Pharm. Fabrik Kattwiga Gmbh,Rheine, Zur Grenze 30 48529 Nordhorn,48529,52.396158,7.121276
1 A-bauchemie Gmbh,Berlin, Karl-liebknecht-str. 37 14482 Potsdam,14482,52.3987,13.0959
Larova Biochemie Gmbh,Berlin, Kantstr. 55 14513 Teltow,14513,52.401007,13.265319
Wita Gmbh,Berlin, Warthestr. 21 14513 Teltow,14513,52.401007,13.265319
Hans-peter Thielen,Hannover, Vahrenwalder Str. 131 30165 Hannover,30165,52.403318,9.712472
Vsm Vereinigte Schmirgel- Und Maschinen-fabriken...,Hannover, Siegmundstr. 17 30165 Hannover,30165,52.403318,9.712472
Weinhardt & Just Gmbh,Hannover, Mogelkenstr. 15 30165 Hannover Niedersachsen,30165,52.403318,9.712472
Baerbel Schulz,Osnabrück, Fritz-erler-str. 9 49565 Bramsche,49565,52.408019,7.979233
Kade Oil Gmbh,Osnabrück, 49565 Bramsche,49565,52.408019,7.979233
